project,prefixes,prefixes_names,main_releases,rapid_releases,trad_releases,patches,releases,time,uncommon_prefixes
airbnb/visx,1,v,29,25,1,200,229,0 days 00:00:00.216012,0
KaTeX/KaTeX,1,v,15,3,10,41,56,0 days 00:00:00.111560,0
facebook/yoga,2, v,19,6,8,23,42,0 days 00:00:00.102984,0
tailwindlabs/heroicons,1,v,4,1,2,15,19,0 days 00:00:00.015874,0
huiyadanli/RevokeMsgPatcher,1,,15,6,3,0,15,0 days 00:00:00.018988,0
catchorg/Catch2,3,v. V v,24,7,7,62,86,0 days 00:00:00.454412,0
bower/bower,2, v,18,8,4,83,101,0 days 00:00:00.136864,0
cool-RR/PySnooper,1,,7,1,5,10,17,0 days 00:00:00.022436,0
lottie-react-native/lottie-react-native,1,v,16,2,9,37,53,0 days 00:00:00.054885,0
icsharpcode/ILSpy,2, v,16,2,11,9,25,0 days 00:00:00.546520,0
DapperLib/Dapper,1,,31,22,6,13,44,0 days 00:00:00.075795,0
designmodo/Flat-UI,1,,5,1,3,5,10,0 days 00:00:00.017627,0
fullcalendar/fullcalendar,1,v,44,16,18,72,116,0 days 00:00:00.255126,0
pouchdb/pouchdb,2, v,24,7,8,47,71,0 days 00:00:00.276704,0
airbnb/react-sketchapp,2, v,20,11,5,27,47,0 days 00:00:00.065979,0
flatpickr/flatpickr,2, v,23,10,4,121,144,0 days 00:00:00.334921,0
2dust/v2rayNG,1,,8,1,5,111,119,0 days 00:00:00.177927,0
ChainSafe/web3.js,2, v,25,16,7,54,79,0 days 00:00:00.207215,0
LMAX-Exchange/disruptor,1,,9,1,4,22,31,0 days 00:00:00.050357,0
jellyfin/jellyfin,1,v,8,2,4,30,38,0 days 00:00:01.142660,0
kovidgoyal/kitty,1,v,25,8,9,58,83,0 days 00:00:00.525891,0
cloudreve/Cloudreve,1,,7,1,5,14,21,0 days 00:00:00.145924,0
Anuken/Mindustry,1,v,136,129,4,0,136,0 days 00:00:00.655380,0
desktop/desktop,1,release-,22,6,8,136,158,0 days 00:00:01.604220,0
pyg-team/pytorch_geometric,1,,9,1,5,22,31,0 days 00:00:00.286486,0
nodemailer/nodemailer,1,v,47,20,15,170,217,0 days 00:00:00.128362,0
riot/riot,1,v,44,16,10,155,199,0 days 00:00:00.375274,0
Tencent/ncnn,1,,32,9,3,0,32,0 days 00:00:00.123584,0
gabime/spdlog,1,v,19,4,10,15,34,0 days 00:00:00.238098,0
pqrs-org/Karabiner-Elements,1,v,28,11,5,0,28,0 days 00:00:00.205729,0
you-dont-need/You-Dont-Need-Lodash-Underscore,1,v,14,5,6,6,20,0 days 00:00:00.141478,0
framer/motion,1,v,60,51,3,243,303,0 days 00:00:00.338680,0
Tencent/vConsole,2, v,24,13,7,34,58,0 days 00:00:00.053925,0
plotly/plotly.js,1,v,72,54,3,133,205,0 days 00:00:01.220344,0
magic-wormhole/magic-wormhole,1,,12,2,6,22,34,0 days 00:00:00.084892,0
iovisor/bcc,1,v,24,1,6,9,33,0 days 00:00:00.191737,0
browsh-org/browsh,1,v,5,2,2,45,50,0 days 00:00:00.036075,0
node-red/node-red,2, v,26,3,18,99,125,0 days 00:00:00.419438,0
antonmedv/fx,1,,27,18,4,34,61,0 days 00:00:00.036536,0
frappe/charts,2, v,5,1,3,13,18,0 days 00:00:00.033176,0
mkdocs/mkdocs,1,,20,9,9,27,47,0 days 00:00:00.095753,0
hashcat/hashcat,1,v,17,4,9,8,25,0 days 00:00:00.375203,0
chrislusf/seaweedfs,2, v,218,211,2,0,218,0 days 00:00:00.461916,0
sweetalert2/sweetalert2,1,v,129,115,3,544,673,0 days 00:00:00.566891,0
hdodenhof/CircleImageView,1,v,9,1,7,6,15,0 days 00:00:00.015548,0
fmtlib/fmt,2, v,23,2,14,16,39,0 days 00:00:00.268569,0
InstaPy/InstaPy,2, v,6,2,1,37,43,0 days 00:00:00.181327,0
checkly/headless-recorder,1,v,8,4,3,10,18,0 days 00:00:00.030882,0
erusev/parsedown,2, v,17,10,5,51,68,0 days 00:00:00.055232,0
localtunnel/localtunnel,1,v,13,3,6,20,33,0 days 00:00:00.023052,0
joke2k/faker,1,v,95,84,9,138,233,0 days 00:00:00.439527,0
krisk/Fuse,2, v,25,12,10,50,75,0 days 00:00:00.202209,0
greensock/GSAP,1,,26,5,17,72,98,0 days 00:00:00.051550,0
jarun/nnn,1,v,34,11,4,2,36,0 days 00:00:00.255198,0
barryvdh/laravel-debugbar,2,V v,24,11,10,99,123,0 days 00:00:00.092073,0
iBotPeaches/Apktool,1,v,12,3,8,23,35,0 days 00:00:00.090890,0
micropython/micropython,1,v,19,4,10,31,50,0 days 00:00:00.639055,0
browserify/browserify,2, v,149,129,7,264,413,0 days 00:00:00.420340,0
google/filament,1,v,23,13,5,70,93,0 days 00:00:00.347088,0
Kr328/ClashForAndroid,2, v,18,10,1,94,112,0 days 00:00:00.074988,0
dogecoin/dogecoin,2, v,17,3,10,64,81,0 days 00:00:01.006117,0
be5invis/Iosevka,1,v,59,45,8,163,222,0 days 00:00:00.235634,0
FormidableLabs/webpack-dashboard,2, v,12,3,8,31,43,0 days 00:00:00.031755,0
infinitered/ignite,2, v,52,42,6,94,146,0 days 00:00:00.125628,0
bootstrap-vue/bootstrap-vue,2, v,47,38,2,66,113,0 days 00:00:00.281968,0
microsoft/LightGBM,1,v,9,1,6,19,28,0 days 00:00:00.131478,0
alibaba/ARouter,1,,4,1,2,16,20,0 days 00:00:00.021869,0
medcl/elasticsearch-analysis-ik,1,v,42,5,11,130,172,0 days 00:00:00.060553,0
uNetworking/uWebSockets,1,v,66,52,5,26,92,0 days 00:00:00.091451,0
janpaepke/ScrollMagic,1,v,5,2,2,21,26,0 days 00:00:00.036871,0
RasaHQ/rasa,1,,33,15,7,233,266,0 days 00:00:02.141852,0
marcuswestin/store.js,1,v,4,1,2,31,35,0 days 00:00:00.029129,0
CopyTranslator/CopyTranslator,2, v,6,1,3,14,20,0 days 00:00:00.053530,0
hapijs/hapi,2, v,129,106,11,194,323,0 days 00:00:00.528011,0
gpujs/gpu.js,1,,21,15,3,55,76,0 days 00:00:00.095369,0
koel/koel,1,v,18,6,6,38,56,0 days 00:00:00.105246,0
containers/podman,1,v,21,5,4,95,116,0 days 00:00:01.178751,0
Qv2ray/Qv2ray,1,v,15,11,2,32,47,0 days 00:00:00.180378,0
docker-slim/docker-slim,1,,38,21,10,17,55,0 days 00:00:00.056950,0
wting/autojump,1,release-v,31,14,8,22,53,0 days 00:00:00.047781,0
thomaspark/bootswatch,1,v,15,1,11,34,49,0 days 00:00:00.101981,0
commitizen/cz-cli,2, v,16,6,7,58,74,0 days 00:00:00.038434,0
kamranahmedse/driver.js,2, v,8,3,1,27,35,0 days 00:00:00.030833,0
infinitered/reactotron,1,v,46,36,3,40,86,0 days 00:00:00.207699,0
foreversd/forever,2, v,17,2,10,51,68,0 days 00:00:00.048123,0
markdown-it/markdown-it,1,,29,13,10,47,76,0 days 00:00:00.061826,0
hashicorp/packer,2, v,21,5,15,82,103,0 days 00:00:01.058224,0
vuejs/vue,2, v,15,4,7,145,160,0 days 00:00:00.327138,0
facebook/react,2, v,36,8,14,58,94,0 days 00:00:01.089334,0
twbs/bootstrap,1,v,23,3,15,36,59,0 days 00:00:01.369633,0
facebook/react-native,2, v,67,52,8,144,211,0 days 00:00:01.620248,0
d3/d3,1,v,91,58,12,197,288,0 days 00:00:00.426977,0
electron/electron,1,v,113,74,19,595,708,0 days 00:00:03.087416,0
axios/axios,2, v,27,10,10,30,57,0 days 00:00:00.075816,0
vercel/next.js,2, v,33,11,8,122,155,0 days 00:00:00.641810,0
mrdoob/three.js,1,r,132,107,6,0,132,0 days 00:00:02.420741,0
microsoft/TypeScript,1,v,12,2,2,120,132,0 days 00:00:02.295919,0
puppeteer/puppeteer,1,v,61,49,1,33,94,0 days 00:00:00.549585,0
iluwatar/java-design-patterns,1,,19,3,13,0,19,0 days 00:00:00.154411,0
ant-design/ant-design,1,,79,66,4,329,408,0 days 00:00:01.567556,0
nvbn/thefuck,1,,79,64,8,4,83,0 days 00:00:00.097599,0
tensorflow/models,2,v. v,19,3,9,6,25,0 days 00:00:00.577028,0
microsoft/PowerToys,2, v,28,19,3,31,59,0 days 00:00:00.481058,0
FortAwesome/Font-Awesome,2, v,30,6,15,40,70,0 days 00:00:00.093180,0
Genymobile/scrcpy,1,v,25,9,5,2,27,0 days 00:00:00.108357,0
laravel/laravel,1,v,40,19,17,134,174,0 days 00:00:00.374299,0
kubernetes/kubernetes,1,v,45,20,19,329,374,0 days 00:00:07.940939,0
storybookjs/storybook,1,v,107,90,13,323,430,0 days 00:00:02.493703,0
huggingface/transformers,2, v,46,41,1,49,95,0 days 00:00:00.560972,0
django/django,1,,19,1,14,248,267,0 days 00:00:02.401656,0
typicode/json-server,2, v,17,4,10,106,123,0 days 00:00:00.079365,0
bitcoin/bitcoin,1,v,25,3,20,82,107,0 days 00:00:02.568802,0
hakimel/reveal.js,1,,27,3,18,11,38,0 days 00:00:00.305435,0
webpack/webpack,1,v,152,134,8,224,376,0 days 00:00:01.017357,0
gin-gonic/gin,1,v,13,3,8,13,26,0 days 00:00:00.080574,0
gohugoio/hugo,1,v,93,72,10,101,194,0 days 00:00:00.614513,0
pallets/flask,1,,16,5,10,25,41,0 days 00:00:00.208278,0
reduxjs/redux,1,v,26,16,6,42,68,0 days 00:00:00.288487,0
tailwindlabs/tailwindcss,1,v,21,9,8,127,148,0 days 00:00:00.247635,0
sveltejs/svelte,1,v,134,119,2,244,378,0 days 00:00:00.687179,0
chartjs/Chart.js,2, v,21,7,10,31,52,0 days 00:00:00.232305,0
fatedier/frp,1,v,42,23,11,30,72,0 days 00:00:00.065145,0
expressjs/express,1,,61,40,12,185,246,0 days 00:00:00.410155,0
jquery/jquery,1,,23,1,21,63,86,0 days 00:00:00.317085,0
socketio/socket.io,1,,30,5,15,118,148,0 days 00:00:00.238871,0
521xueweihan/HelloGitHub,1,vol.,19,16,1,0,19,0 days 00:00:00.017353,0
adam-p/markdown-here,1,v,15,8,6,34,49,0 days 00:00:00.046316,0
atom/atom,2, v,271,256,2,104,375,0 days 00:00:02.133947,0
shadowsocks/shadowsocks-windows,1,,13,4,7,49,62,0 days 00:00:00.078851,0
protocolbuffers/protobuf,1,v,29,6,14,46,75,0 days 00:00:00.535390,0
coder/code-server,2, v,20,9,4,22,42,0 days 00:00:00.209594,0
lodash/lodash,1,,48,39,4,59,107,0 days 00:00:00.515607,0
h5bp/html5-boilerplate,2, v,19,2,13,10,29,0 days 00:00:00.101806,0
elastic/elasticsearch,1,v,67,22,16,231,298,0 days 00:00:07.247475,0
apache/echarts,1,,29,5,14,64,93,0 days 00:00:00.680468,0
ansible/ansible,2, v,26,4,13,174,200,0 days 00:00:03.261695,0
azl397985856/leetcode,2, v,35,25,3,5,40,0 days 00:00:00.079820,0
psf/requests,2, v,43,11,22,101,144,0 days 00:00:00.330545,0
remix-run/react-router,1,v,39,22,11,76,115,0 days 00:00:00.425742,0
ionic-team/ionic-framework,2, v,43,27,10,140,183,0 days 00:00:01.141592,0
nestjs/nest,2, v,33,18,5,167,200,0 days 00:00:00.927255,0
grafana/grafana,2, v,46,7,9,181,227,0 days 00:00:02.504833,0
moment/moment,1,,40,15,12,46,86,0 days 00:00:00.216124,0
tiangolo/fastapi,2, v,77,68,3,52,129,0 days 00:00:00.305076,0
tesseract-ocr/tesseract,1,,15,1,10,8,23,0 days 00:00:00.452999,0
strapi/strapi,1,v,16,7,3,79,95,0 days 00:00:01.184184,0
3b1b/manim,2, v,8,1,1,10,18,0 days 00:00:00.371641,0
junegunn/fzf,1,,27,8,13,76,103,0 days 00:00:00.154915,0
soimort/you-get,1,v,3,1,1,143,146,0 days 00:00:00.149471,0
scrapy/scrapy,1,,32,7,17,58,90,0 days 00:00:00.574710,0
prettier/prettier,2, v,39,20,8,71,110,0 days 00:00:00.387507,0
juliangarnier/anime,2, v,8,2,5,6,14,0 days 00:00:00.038469,0
prometheus/prometheus,2, v,67,35,6,79,146,0 days 00:00:00.689235,0
ColorlibHQ/AdminLTE,2, v,13,4,6,47,60,0 days 00:00:00.188254,0
babel/babel,1,v,90,67,9,606,696,0 days 00:00:01.799252,0
caddyserver/caddy,1,v,14,2,10,49,63,0 days 00:00:00.239816,0
yarnpkg/yarn,2, v,50,38,1,114,164,0 days 00:00:00.218039,0
nuxt/nuxt.js,1,v,30,17,7,112,142,0 days 00:00:00.279404,0
gogs/gogs,1,v,11,4,6,51,62,0 days 00:00:00.240219,0
v2ray/v2ray-core,1,v,168,154,3,182,350,0 days 00:00:00.416036,0
TryGhost/Ghost,2, v,170,154,8,318,488,0 days 00:00:01.158715,0
iamkun/dayjs,1,v,11,5,4,99,110,0 days 00:00:00.107813,0
facebook/jest,2, v,68,45,10,143,211,0 days 00:00:00.667905,0
Dogfalo/materialize,2, v,17,10,4,20,37,0 days 00:00:00.159495,0
vercel/hyper,2, v,18,9,6,43,61,0 days 00:00:00.149527,0
ocornut/imgui,1,v,72,44,5,2,74,0 days 00:00:00.418540,0
obsproject/obs-studio,1,,30,1,13,89,119,0 days 00:00:00.594370,0
impress/impress.js,1,,8,4,3,4,12,0 days 00:00:00.028801,0
FiloSottile/mkcert,1,v,6,3,2,8,14,0 days 00:00:00.017532,0
PhilJay/MPAndroidChart,1,v,8,2,4,33,41,0 days 00:00:00.092862,0
dcloudio/uni-app,2, v,8,2,1,8,16,0 days 00:00:00.573808,0
commaai/openpilot,1,v,8,1,6,62,70,0 days 00:00:00.069887,0
hexojs/hexo,1,,38,15,12,101,139,0 days 00:00:00.345789,0
Leaflet/Leaflet,1,v,16,1,13,27,43,0 days 00:00:00.402466,0
vuetifyjs/vuetify,1,v,23,7,8,284,307,0 days 00:00:00.672816,0
pandas-dev/pandas,2, v,28,1,22,56,84,0 days 00:00:01.412708,0
facebook/docusaurus,1,v,14,8,1,37,51,0 days 00:00:00.196321,0
videojs/video.js,2, v,70,38,15,220,290,0 days 00:00:00.283974,0
sahat/hackathon-starter,1,,8,2,4,6,14,0 days 00:00:00.122759,0
shadowsocks/shadowsocks,1,,4,1,2,14,18,0 days 00:00:00.279343,0
airbnb/lottie-android,2,v. v,21,8,9,42,63,0 days 00:00:00.079262,0
rclone/rclone,1,v,69,36,11,21,90,0 days 00:00:00.279418,0
quilljs/quill,1,v,23,12,5,99,122,0 days 00:00:00.314832,0
lerna/lerna,1,v,39,26,6,70,109,0 days 00:00:00.135440,0
d2l-ai/d2l-zh,1,v,9,5,3,0,9,0 days 00:00:00.120908,0
koajs/koa,1,,43,23,13,44,87,0 days 00:00:00.070973,0
bumptech/glide,1,v,21,6,11,15,36,0 days 00:00:00.145555,0
shadowsocks/shadowsocks-android,1,v,24,8,11,156,180,0 days 00:00:00.185516,0
gulpjs/gulp,2, v,6,2,3,13,19,0 days 00:00:00.162633,0
hashicorp/terraform,2, v,18,2,12,158,176,0 days 00:00:01.707794,0
zenorocha/clipboard.js,1,v,9,5,3,33,42,0 days 00:00:00.028527,0
marktext/marktext,1,v,7,2,4,20,27,0 days 00:00:00.078021,0
ant-design/ant-design-pro,2, v,18,6,6,12,30,0 days 00:00:00.100712,0
wg/wrk,1,,10,1,6,11,21,0 days 00:00:00.012767,0
wagoodman/dive,1,v,10,5,2,15,25,0 days 00:00:00.030747,0
immutable-js/immutable-js,2, v,16,11,3,39,55,0 days 00:00:00.084399,0
evanw/esbuild,1,v,12,5,2,284,296,0 days 00:00:00.408939,0
RocketChat/Rocket.Chat,1,,103,94,1,245,348,0 days 00:00:01.261006,0
photonstorm/phaser,2, v,39,20,11,59,98,0 days 00:00:00.772270,0
google/zx,1,,23,21,1,19,42,0 days 00:00:00.025487,0
XX-net/XX-Net,1,,51,36,5,285,336,0 days 00:00:00.331310,0
nolimits4web/swiper,1,v,49,14,12,139,188,0 days 00:00:00.179528,0
NervJS/taro,1,v,12,2,5,272,284,0 days 00:00:00.610459,0
Blankj/AndroidUtilCode,1,,27,12,7,89,116,0 days 00:00:00.082184,0
nativefier/nativefier,2, v,56,42,9,90,146,0 days 00:00:00.090622,0
carbon-app/carbon,1,,24,14,4,194,218,0 days 00:00:00.171861,0
istio/istio,1,,22,3,12,143,165,0 days 00:00:01.158421,0
nlohmann/json,2, v,15,2,8,36,51,0 days 00:00:00.256711,0
getsentry/sentry,2, v,102,90,9,294,396,0 days 00:00:02.412649,0
microsoft/monaco-editor,2, v,28,11,10,36,64,0 days 00:00:00.173231,0
streamich/react-use,1,v,134,130,3,117,251,0 days 00:00:00.556049,0
google/leveldb,2, v,21,7,7,0,21,0 days 00:00:00.025932,0
certbot/certbot,1,v,68,54,2,31,99,0 days 00:00:00.565404,0
2dust/v2rayN,1,,117,111,1,2,119,0 days 00:00:00.073114,0
date-fns/date-fns,2,v. v,77,62,7,42,119,0 days 00:00:00.124493,0
fxsjy/jieba,1,v,23,17,5,5,28,0 days 00:00:00.030552,0
react-boilerplate/react-boilerplate,1,v,17,6,6,13,30,0 days 00:00:00.195971,0
beego/beego,1,v,16,3,10,24,40,0 days 00:00:00.201576,0
jashkenas/backbone,2, v,10,2,7,22,32,0 days 00:00:00.148251,0
tastejs/todomvc,2, v,7,1,3,6,13,0 days 00:00:00.227335,0
nocodb/nocodb,2, v,9,5,2,86,95,0 days 00:00:00.149726,0
mitmproxy/mitmproxy,2, v,30,4,17,35,65,0 days 00:00:00.491908,0
openai/gym,2, v,15,7,6,34,49,0 days 00:00:00.080055,0
vuejs/vuex,1,v,21,7,7,24,45,0 days 00:00:00.062048,0
markedjs/marked,2, v,16,2,11,94,110,0 days 00:00:00.143606,0
caolan/async,2, v,25,13,10,52,77,0 days 00:00:00.089670,0
Dreamacro/clash,1,v,28,10,3,14,42,0 days 00:00:00.042823,0
square/leakcanary,1,v,14,4,9,10,24,0 days 00:00:00.089744,0
jesseduffield/lazygit,2, v,33,21,5,151,184,0 days 00:00:00.285714,0
kenwheeler/slick,2, v,8,3,3,43,51,0 days 00:00:00.049195,0
tannerlinsley/react-query,1,v,77,73,2,294,371,0 days 00:00:00.241312,0
ReactiveX/rxjs,1,,19,7,6,45,64,0 days 00:00:00.221433,0
atlassian/react-beautiful-dnd,2, v,24,15,4,46,70,0 days 00:00:00.050437,0
standard/standard,1,v,66,55,8,87,153,0 days 00:00:00.120469,0
naptha/tesseract.js,2, v,4,1,2,28,32,0 days 00:00:00.037652,0
apolloconfig/apollo,2, v,19,2,9,16,35,0 days 00:00:00.118360,0
airbnb/lottie-web,2,v. v,24,9,9,144,168,0 days 00:00:00.130767,0
laravel/framework,2, v,163,148,13,630,793,0 days 00:00:02.405774,0
typicode/husky,1,v,34,16,11,88,122,0 days 00:00:00.071176,0
aria2/aria2,1,release-,53,22,18,87,140,0 days 00:00:00.244495,0
jashkenas/underscore,1,,20,5,13,54,74,0 days 00:00:00.126609,0
composer/composer,1,,15,1,11,110,125,0 days 00:00:00.680238,0
webtorrent/webtorrent,1,v,125,112,9,284,409,0 days 00:00:00.446390,0
denysdovhan/wtfjs,1,v,23,13,6,16,39,0 days 00:00:00.029964,0
postcss/postcss,1,,20,4,10,207,227,0 days 00:00:00.314283,0
docker/compose,2, v,41,12,15,67,108,0 days 00:00:00.487892,0
layui/layui,2, v,7,1,4,41,48,0 days 00:00:00.030483,0
niklasvh/html2canvas,2, v,7,3,3,17,24,0 days 00:00:00.059039,0
hankcs/HanLP,1,v,9,2,5,44,53,0 days 00:00:00.068686,0
sequelize/sequelize,2, v,137,107,19,334,471,0 days 00:00:00.956807,0
request/request,1,v,73,55,6,71,144,0 days 00:00:00.154540,0
github/fetch,1,v,21,10,9,19,40,0 days 00:00:00.040246,0
select2/select2,1,,9,2,5,27,36,0 days 00:00:00.116378,0
Modernizr/Modernizr,1,v,20,4,12,23,43,0 days 00:00:00.112439,0
cheeriojs/cheerio,2, v,22,7,7,30,52,0 days 00:00:00.191912,0
harness/drone,1,v,31,17,9,44,75,0 days 00:00:00.333955,0
SortableJS/Sortable,1,,17,3,10,18,35,0 days 00:00:00.053023,0
tmux/tmux,1,,25,1,19,0,25,0 days 00:00:00.343849,0
GitbookIO/gitbook,1,,22,17,2,68,90,0 days 00:00:00.261189,0
GoogleChrome/lighthouse,2, v,56,40,4,42,98,0 days 00:00:00.232356,0
parallax/jsPDF,3, v. v,9,1,7,26,35,0 days 00:00:00.108487,0
YMFE/yapi,2, v,9,2,3,68,77,0 days 00:00:00.389172,0
Binaryify/NeteaseCloudMusicApi,2, v,52,36,7,102,154,0 days 00:00:00.400010,0
remy/nodemon,1,v,20,7,9,101,121,0 days 00:00:00.077978,0
lenve/vhr,1,v,12,9,1,0,12,0 days 00:00:00.012876,0
Automattic/mongoose,2, v,58,15,20,646,704,0 days 00:00:01.544380,0
kubernetes/minikube,1,v,61,43,1,45,106,0 days 00:00:00.959562,0
bvaughn/react-virtualized,2, v,71,65,3,129,200,0 days 00:00:00.139663,0
ggreer/the_silver_searcher,1,,37,17,8,12,49,0 days 00:00:00.218795,0
akveo/ngx-admin,1,v,19,2,9,8,27,0 days 00:00:00.067021,0
explosion/spaCy,2, v,28,14,11,72,100,0 days 00:00:00.730138,0
encode/django-rest-framework,1,,22,1,17,106,128,0 days 00:00:00.352705,0
CodeHubApp/CodeHub,1,,15,10,3,13,28,0 days 00:00:00.034573,0
fastify/fastify,1,v,104,96,1,90,194,0 days 00:00:00.222421,0
pmndrs/react-spring,1,v,22,15,3,150,172,0 days 00:00:00.321958,0
influxdata/influxdb,2, v,26,6,14,133,159,0 days 00:00:02.312937,0
